,title,location,description,price,features,agent,agent_membership,agent_verified
531,Very Large Convenient 45sqm 1BR Apartment unit for rent in Pasay City,"San Rafael, Pasay","Located on Villaruel, a quiet residential street in Pasay City, Appleton Carlmig Suites is very conveniently located nearby:
- Taft Ave and Buendia LRT station
- SM Mall of Asia
- Cartimar Market
- EGI Shopping Mall, Arellano University, and various fast-food joints and restaurants, laundry services, drugstores, and bank branches

Unit Details:
- Floor area: 45sqm, convertible to 1BR or 2BR unit!
- Condition: Unfurnished, newly refurbished
- 24-hour security and CCTV
- Open parking for cars and motorcycles
- Repairs: Property Manager maintains a dedicated crew so repairs are done quickly and maintenance is very good

Payment Terms:
- Php 14,000 monthly rental
- Php 1,000 monthly dues
- 1.5 months security deposit
- No advance","₱ 14,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 45 m²']",Miguel Blanco,MEMBER SINCE 2021,verified
532,"1 bedroom apartment unit for rent in Dau, Mabalacat, Pampanga","Dau, Mabalacat","Newly-built 1 Bedroom apartments for rent.
Php 6000/month including water and electric. 
Short term rental available.
Terms- 1 month advance and 1 month deposit.
Address; Quiambao Compound Balaba Phase 2 Dau Mabalacat Pampanga

Apartment property for rent in Dau, Mabalacat, Pampanga","₱ 6,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 30 m²']",Maricel Soriano,MEMBER SINCE 2017,verified
533,Bedspace/Private Room for Students / Professionals near LRT Pureza,"Santa Mesa, Manila","QHouzz is located at 304 Quintana St, Bgy 633, Sta Mesa, Manila 
 
Renovated:  2016 
 
Nearby landmarks
Pureza Station LRT (500m - 5-7 min walk)
Unitop Department Store (350m - 4-5 min walk)
Savemore Nagtahan (550m - 5-7 min walk)
BDO Savemore Nagtahan (550m - 5-7 min walk)
Puregold Sta. Mesa (1km - 12-15 min walk)
PUP Engineering & Architecture (750m - 10 min walk)
Earist College (850m - 11 min walk)
UERM Memorial Medical Center (2.3 km - 12 min by LRT)
SM Sta. Mesa (2.3 km - 12 min by LRT)

Features:
* 2-story gated house
* with CCTV
* Free Wifi
* 6 rooms per floor (total of 12 rooms)
* Each room has a max capacity of 3 bunk beds (total of 6-bed spaces)
* Each room is fitted with a Uratex mattress, individual lockers, and ceiling fans
* 4 toilet and 4 separate shower stalls per floor (total of 8 baths / 8 toilets)
* Kitchen and dining area equipped with ref, microwave, dining tables & chairs
* Lounge area equipped with sofa and flat screen tv
* Each room measures approximately 25-26 sqm


Rates:
* Monthly Rent: 2,500 (Upper Deck), 3,500 (Lower Deck)
* Private Room: 12,000 (max of 4 occupants)
* Water & Electricity equally divided

Terms & Conditions:
* 1-year lease contract
* 2 months Security deposit ( Refundable )
* P1,500 Utilities deposit (Refundable)
* 1-month advance (applied to the first month's rent)

Requirements:
* Fill out the Online Application form (link emailed to you)
* For students - Gov't ID / Student ID, proof of enrollment, proof of income of parents, guardian, or sponsor.
* For professionals - Gov't ID, Certificate of Employment / Latest Current payslip.

Once submitted, applications are evaluated within 24-48 hours and approval is advised via email and SMS.

For further inquiries, you may contact Mel","₱ 2,500","['Bedrooms : 12', 'Baths : 16', 'Floor area : 300 m²']",Len Magpusao,MEMBER SINCE 2021,verified
534,1 Bedroom Apartment on the 2nd Floor with a Big Terrace and a Nice View,"Banaybanay, Cabuyao","For rent is a 1-bedroom apartment on the 2nd floor with a big terrace and a nice view.  

The subdivision is along the main road, and the unit is next to the subdivision gate. 

It is very close to the city proper and to all amenities. 

One month advance, one month deposit but the rent includes the water bill. 

Maximum four (4) persons. 

No pets allowed. 

The owner is in Australia

The property is managed by a neighbour- Grace. Please contact her to schedule viewing of the property","₱ 6,500","['Bedroom : 1', 'Bath : 1', 'Floor area : 47 m²']",Julio Cezar Redula,MEMBER SINCE 2023,not verified
535,"Studio Type Rooms for Monthly Rent near SM Mall of Asia, Baclaran Parañaque City","Baclaran, Parañaque","E & H Residences  Rooms for monthly rent Studio Type with own CR Semi-Furnished room - Bed, aircon,table, chair,TV with Cable - Free Wi-Fi (100 mbps) - 24/7 Security and CCTV  Near SM Mall of Asia, City of Dreams,NAIA Airport Location: 3990 Airport Road, Baclaran, Parañaque City  Apartment for rent in Baclaran, Parañaque City, Metro Manila  For Inquiries look for Mr. RR",Contact agent for price,"['Bedroom : 1', 'Bath : 1']",Chloe Chu,MEMBER SINCE 2019,verified
536,"Studio Apartment for Rent in Plainview, Mandaluyong","Plainview, Mandaluyong","Studio unit, 1 toilet and bath, unfurnished","₱ 11,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 24 m²']",Pinnacle Real Estate,MEMBER SINCE 2014,verified
537,"Transient Room For Rent in Milagros Subdivision, Antipolo City, Rizal","Dalig, Antipolo","Transient Room For Rent in Antipolo City Rizal

1 person 1 room
1 night - 500 pesos
2 nights - 700 pesos
3 nights - 1,050 pesos 
4 to 10 nights- with discount pls ask for computation

2 persons 1 room
1 night - 600 pesos
2 nights - 1200 pesos
3 nights - 1800 pesos
4 to 10 nights- with discount ask for computation

With 100 pesos charge for towel and blanket

With 100 pesos key deposit binabalik ang 100 on check out

We serve ALL DAY BREAKFAST WITH CHARGE FEE SEE MENU INSIDE BOARDING HOUSE

Children age 13 and below not allowed

No airconditioning, we use electric fans

Motorbikes - with parking space available sa tapat ng boarding house

Cars- No Parking Space Available

Cooking not allowed for transient stay

No own toilet and sink, sharing sa toilet and sink with other boarders.

Bring your own toiletries and pambahay tsinelas

Free Electricity
Free Water
Free Drinking water
Can do laundry inside handwash only
Free use of refrigerator, kitchen equipments and utensils
With housekeeper free cleaning of the rooms

No wifi, each boarder needs to provide own prepaid internet.

Guest not allowed inside
Pets not allowed inside
Drinking and Smoking outside of the house only

Address: Shalimar Boarding House Blk 13 st micheal street Milagros Subdivision Brgy Dalig Antipolo City Rizal

NO REFUND ONCE ROOM IS BOOKED IT IS CONSUMABLE. NO REFUND.

Page: shalimar boarding house",₱ 500,"['Bedroom : 1', 'Baths : 2']",Malay Meisin Tan,MEMBER SINCE 2016,verified
538,"For Rent: Furnished Studio Unit at The Celerio, Tejeros, Makati City","Tejeros, Makati","The Celerio is located at 4416 Montojo St., Barangay Tejeros, Makati City

Built: 2014

Nearby landmarks
* Tejeros Public Market (100m – 1 min walk)
* Philippine Daily Inquirer (500 m – 5 min walk)
* Shopwise Chino Roces (600 m – 5 min walk)
* Makati Coliseum (700m - 8 min walk)
* Ayala The Circuit (1km - 12 walk)
* Century City Mall (1.8km - 20 min walk)
* Makati Medical Center (2 km – 10 min by car)

Features:
* Unfurnished Studio fitted with counter/sink and Full toilet/shower
* Limited no. of Furnished Studios (ac, ref, microwave, bed, tv, cabinet)
* All units have windows
* Ground Floor to Fourth Floor
* Utilities with submeter
* 24 hours security / gated building
* Total of 42 Units
* Floor Area: 23-25 square meters approx.

Type of Unit & Rate:
* Furnished Studio – P14,000 per month

* Utilities: Based on consumption (submeter)

Terms & Conditions:
* 1 year contract
* 2 months Security deposit (Refundable)
* 1 month advance (applied to the last month of the lease term)
* PDC preferred but cash payments allowed

Requirements:
* Fill out Online Application form (link emailed to you)
* Proof of Identity - Government Issued ID (unexpired)
* Proof of Income - Certificate of Employment, Latest ITR or Latest Payslip
* Proof of Billing - recurring bill under the applicant's name (All documents to be uploaded on the online form).

Once submitted, applications are evaluated within 24-48 hours and approval is advised via email and SMS","₱ 14,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 23 m²']",Len Magpusao,MEMBER SINCE 2021,verified
539,"For Rent Eisen Apartel Mla 200mbps nr SM San Lazaro Tayuman LRT DOH, Manila City","Santa Cruz, Manila","Rent :  daily, weekly, monthly 
Daily:  1139
5 nights :   890 * 5 = 4450
7 nignts :  770 *7  = 5390
15 night :  680*15  = 10200
30 nights :  550 * 30 = 16500

Long term: 6months :  P12,000.00 exclusive of utilities
2 months deposits 1 month advance

Apartment property for rent in Santa Cruz, Manila, Metro Manila","₱ 1,139","['Bedroom : 1', 'Bath : 1', 'Floor area : 12 m²']",Eisenbuilders Eisen Apartelle,MEMBER SINCE 2014,verified
540,"Dormitory Spaces for Rent in Santo Tomas, Batangas","Santa Anastacia, Santo Tomas","Consuelo Park Residences (CPR) is a dormitory facility conveniently  located at the heart of First Philippine Industrial Park (FPIP), Santo  Tomas, Batangas.   CPR is ideal for individuals and professionals looking for dormitory  spaces within the area hoping to save on time and travel costs. Other  commercial establishments present in FPIP include hotels, banks,  sports gymnasium, and restaurants.   Be closer to home and join a thriving residential community at Consuelo  Park Residences! For rent: dormitory spaces   Amenities:  • Fully furnished room  • En-suite bathroom  • Common facilities  • Walking distance to Consuelo Park",Contact agent for price,"['Bedroom : 1', 'Bath : 1', 'Floor area : 15 m²']",Oasis FPIP,MEMBER SINCE 2019,verified
541,"Apartment Building For Rent Located in Molino, Bacoor, Cavite","Molino VII, Bacoor","3 Story Apartment / Condo Building Along Molino Road, Bacoor Cavite

A 3 Story Apartment building For Sale intended for Rental Income (Dorm for Office workers / Staff house/call center agents dorm / Students). I can occupy 160 individuals or more, with 40 rooms of 1 Bedroom all with Toilet and Bath, with 6 cars basement parking. Semi Furnished with Owner aircons, and curtains for every unit. The size per unit is 16 to 20 square meters, with its own toilet and bath that includes water heaters. (Whole building For Sale)

Lot area 600sqm
Floor area 1,700sqm
40 Units of 1 Bedroom all with Toilet and Bath

Asking Price P800,000.00 per month
(for the Whole Building)",Contact agent for price,"['Bedrooms : 40', 'Baths : 40', 'Floor area : 1700 m²']",Clement Dizon,MEMBER SINCE 2016,verified
542,"Rush For Lease: 35-Door Staff House Near Circuit Mall, Powerplant Mall In Makati","Olympia, Makati","Rush For Lease: 35-Door Staff House Near Circuit Mall, Powerplant Mall In Makati
House property for rent in Olympia, Makati, Metro Manila
Staff house for lease or for sale!

Lot area : 250sqm
Floor area : approx 1100sqm

36 rooms total 
1 Admin Office
35 rooms 
- with double deck and foam
-curtains 
- own toilet and bath
-cabinets each rooms
- AC 
- Hot and cold shower

Common area on the 5th floor 
Laundry Area at the ground floor
RFID access at the front gate
CCTV monitored for safety of all the staffs
WIFI ready 
Well ventilated and well maintained building

Minimum term : 1 year 
3 months security deposit
1 year advance ( can be negotiated)

For sale at : 140 Million or 127,272k/sqm which is lowest in the area 
3-4 parking slots 
Owner pays for CGT and Brokers Commission
Title at the bank, can be pulled out anytime","₱ 950,000","['Bedrooms : 35', 'Baths : 35', 'Floor area : 1100 m²']",Fern Marie Badong,MEMBER SINCE 2017,verified
543,5 Bedroom Townhouse For Rent in Muntinlupa City,"Cupang, Muntinlupa","5 Bedroom Townhouse For Rent in Muntinlupa City 

A Townhouse for Rent in Muntinlupa City.  A few mins. away for Alabang Town Cente, Asian Hospital,  San Beda Alabang.  

Lot Area: 140 sqm 
Floor Area:  270 sqm 

5 Bedrooms
6 Toilets and Bath
2 parking slots (for regular size cars)

Asking Price: P80,000 per month","₱ 80,000","['Bedrooms : 5', 'Baths : 5', 'Floor area : 270 m²']",Clement Dizon,MEMBER SINCE 2016,verified
544,Discounted Price! For Rent Studio Type Apartment at Maypajo Caloocan City,"Maypajo, Caloocan","Looking for a new, clean, and affordable apartment? IX Residences in Caloocan City is perfect for you! We offers a studio type units with 22sqm to 29sqm size, located at #98A Mabini St. Maypajo Caloocan City. 

Apartment Building is located near to:
1. Schools (Starland Internation School, Knowledgevill School for Excellence, The Lord is my Shepered School, St. Joseph School, Starbright Kiddie School, Kasarinlan Elementart and Highschool)
2. Groceries and Convinience Store (Robinsons, Puregold, 7/11)
3. Fast Food chains (Pizza Hut, Mcdonals, Jollibee)
4. Hospitals (Martinez Hospital, Caloocan City Medical Center, Tondo Medical Center, Chinese General Hospital, MCU)

Units Inclusions:
1. Window Type Aircon
2. Built in cabinets
3. RFID for Building entrances
4. Own electric meter and submeter on water

Building Ameneties:
1. Air conditioned work area  and lounge at 3rd floor
2. Function Room at 4th floor roof deck

Payment terms and requirement: 
2 months deposit and 1 month advance via Cash, Check, Bank transfer, Gcash
Monhtly rental  via Cash, Check, Bank transfer, Gcash","₱ 12,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 26 m²']",JESSA MARTIN,MEMBER SINCE 2022,not verified
545,Condo sharing EDSA cor GMA MRT Station,"Cubao, Quezon City","For female bedspacers. With aircon, washing machine. Two double deck beds in 1 room. 1 double deck bed in smaller room.","₱ 3,500","['Bedrooms : 2', 'Bath : 1', 'Floor area : 42 m²']",Male Soriano,MEMBER SINCE 2020,not verified
546,"RDC Apartment for Rent located at 1156 (c) que grande,  ugong,  valenzuela city","Ugong, Valenzuela","2 STOREY
2 BEDROOM
1 TOILET AND BATH
RESIDENTIAL APARTMENT 
located at 1156 (c) que grande,  ugong,  valenzuela city
 P7,000 PER MONTH,  2 MONTHS DEPOSIT,  1 MONTH ADVANCE
CONTACT:  ROSE CRAUWELS","₱ 7,000","['Bedrooms : 2', 'Bath : 1', 'Floor area : 36 m²']",ROSALIA CRAUWELS,MEMBER SINCE 2021,verified
547,"2 Bedrooms Apartment For Rent in Sisiman, Mariveles, Bataan","Sisiman, Mariveles","Negotiable
Apartment for Rent in Mariveles 
(UNITS AVAILABLE)  
2 bedroom/Unit, Max of 4 persons 
Separate water and Power meters 
With limited parking 
CCTV Protected  
24/7 water supply  
Inclusive of:  Aircon Pullout bed Refrigerator  Dining table Water heater  Water dispenser Electric fan LED TV 
 Ideal for company dormitory or staff house  Location: #18 Waling waling St. Sisiman, Mariveles, Bataan   
Thank you!   
FREE WIFI  P15,000.00/ month","₱ 15,000","['Bedrooms : 2', 'Bath : 1', 'Floor area : 80 m²']",Jezreel Vicente,MEMBER SINCE 2014,not verified
548,"Newly Built, Own Meter of Electricity and Water Apartment for Rent at Bacoor","Molino II, Bacoor","Quiet neighborhood with parking space
Newly Built
Own electricity and water meter","₱ 5,000","['Bedroom : 1', 'Bath : 1', 'Floor area : 18 m²']",Carl Borela,MEMBER SINCE 2023,verified
